GO_term	taxon
GO:0004358	cellular organisms
GO:0004359	cellular organisms
GO:0004360	root
GO:0004361	cellular organisms
GO:0004362	cellular organisms
GO:0004363	cellular organisms
GO:0004364	cellular organisms
GO:0004365	cellular organisms
GO:0004366	cellular organisms
GO:0004368	cellular organisms
GO:0004370	cellular organisms
GO:0004371	cellular organisms
GO:0004372	cellular organisms
GO:0004373	cellular organisms
GO:0004375	root
GO:0004376	cellular organisms
GO:0004377	root
GO:0004378	cellular organisms
GO:0004379	root
GO:0004382	cellular organisms
GO:0004383	root
GO:0004385	cellular organisms
GO:0004386	root
GO:0004392	root
GO:0004396	cellular organisms
GO:0004397	cellular organisms
GO:0004398	cellular organisms
GO:0004399	cellular organisms
GO:0004400	root
GO:0004401	cellular organisms
GO:0004402	Eukaryota
GO:0004407	cellular organisms
GO:0004408	cellular organisms
GO:0004409	cellular organisms
GO:0004410	root
GO:0004411	cellular organisms
GO:0004412	cellular organisms
GO:0004413	cellular organisms
GO:0004414	root
GO:0004415	root
GO:0004416	cellular organisms
GO:0004417	root
GO:0004418	cellular organisms
GO:0004419	cellular organisms
GO:0004420	root
GO:0004421	cellular organisms
GO:0004422	cellular organisms
GO:0004423	cellular organisms
GO:0004424	cellular organisms
GO:0004425	cellular organisms
GO:0004427	cellular organisms
GO:0004430	cellular organisms
GO:0004435	cellular organisms
GO:0004436	Bacteria
GO:0004438	cellular organisms
GO:0004439	cellular organisms
GO:0004441	cellular organisms
GO:0004445	Eukaryota
GO:0004447	Eukaryota
GO:0004449	cellular organisms
GO:0004450	cellular organisms
GO:0004451	cellular organisms
GO:0004452	cellular organisms
GO:0004455	cellular organisms
GO:0004456	Bacteria
GO:0004457	cellular organisms
GO:0004458	cellular organisms
GO:0004459	root
GO:0004460	cellular organisms
GO:0004462	cellular organisms
GO:0004463	Eukaryota
GO:0004464	Eukaryota
GO:0004465	Bilateria
GO:0004466	cellular organisms
GO:0004467	root
GO:0004470	root
GO:0004471	cellular organisms
GO:0004473	cellular organisms
GO:0004474	cellular organisms
GO:0004475	root
GO:0004476	cellular organisms
GO:0004477	cellular organisms
GO:0004478	cellular organisms
GO:0004479	cellular organisms
GO:0004482	root
GO:0004483	root
GO:0004484	root
GO:0004485	cellular organisms
GO:0004487	root
GO:0004488	root
GO:0004489	cellular organisms
GO:0004491	cellular organisms
GO:0004493	root
GO:0004494	cellular organisms
GO:0004496	cellular organisms
GO:0004497	root
GO:0004499	cellular organisms
GO:0004500	cellular organisms
GO:0004501	Eukaryota
GO:0004502	cellular organisms
GO:0004503	cellular organisms
GO:0004504	Eukaryota
GO:0004505	cellular organisms
GO:0004506	cellular organisms
GO:0004507	root
GO:0004508	cellular organisms
GO:0004509	Eumetazoa
GO:0004511	Eukaryota
GO:0004512	root
GO:0004514	cellular organisms
GO:0004515	cellular organisms
GO:0004516	cellular organisms
GO:0004517	root
GO:0004518	root
GO:0004519	root
GO:0004520	root
GO:0004521	root
GO:0004522	Tetrapoda
GO:0004523	root
GO:0004525	cellular organisms
GO:0004526	cellular organisms
GO:0004527	root
GO:0004528	root
GO:0004529	cellular organisms
GO:0004530	root
GO:0004531	cellular organisms
GO:0004532	root
GO:0004533	root
GO:0004534	root
GO:0004535	cellular organisms
GO:0004536	root
GO:0004540	root
GO:0004550	root
GO:0004553	root
GO:0004555	cellular organisms
GO:0004556	cellular organisms
GO:0004557	cellular organisms
GO:0004558	cellular organisms
GO:0004559	cellular organisms
GO:0004560	cellular organisms
GO:0004563	root
GO:0004564	cellular organisms
GO:0004565	cellular organisms
GO:0004566	cellular organisms
GO:0004567	cellular organisms
GO:0004568	root
GO:0004571	cellular organisms
GO:0004573	cellular organisms
GO:0004574	cellular organisms
GO:0004575	cellular organisms
GO:0004576	cellular organisms
GO:0004577	cellular organisms
GO:0004578	Eukaryota
GO:0004581	cellular organisms
GO:0004582	cellular organisms
GO:0004585	cellular organisms
GO:0004586	root
GO:0004587	root
GO:0004588	root
GO:0004589	cellular organisms
GO:0004590	cellular organisms
GO:0004591	cellular organisms
GO:0004592	cellular organisms
GO:0004594	cellular organisms
GO:0004595	cellular organisms
GO:0004596	cellular organisms
GO:0004598	cellular organisms
GO:0004601	cellular organisms
GO:0004602	cellular organisms
GO:0004603	Gnathostomata
GO:0004604	cellular organisms
GO:0004605	cellular organisms
GO:0004608	cellular organisms
GO:0004609	cellular organisms
GO:0004610	cellular organisms
GO:0004611	cellular organisms
GO:0004612	cellular organisms
GO:0004613	cellular organisms
GO:0004614	cellular organisms
GO:0004615	cellular organisms
GO:0004616	cellular organisms
GO:0004617	cellular organisms
GO:0004618	cellular organisms
GO:0004619	cellular organisms
GO:0004620	root
GO:0004621	cellular organisms
GO:0004622	root
GO:0004623	root
GO:0004629	cellular organisms
GO:0004630	cellular organisms
GO:0004631	cellular organisms
GO:0004632	cellular organisms
GO:0004633	cellular organisms
GO:0004634	cellular organisms
GO:0004635	cellular organisms
GO:0004636	cellular organisms
GO:0004637	cellular organisms
GO:0004638	cellular organisms
GO:0004639	cellular organisms
GO:0004640	root
GO:0004641	cellular organisms
GO:0004642	cellular organisms
GO:0004643	cellular organisms
GO:0004644	root
GO:0004645	root
GO:0004648	root
GO:0004649	root
GO:0004650	cellular organisms
GO:0004651	root
GO:0004653	cellular organisms
GO:0004654	root
GO:0004655	cellular organisms
GO:0004656	root
GO:0004657	cellular organisms
GO:0004658	root
GO:0004659	cellular organisms
GO:0004660	cellular organisms
GO:0004661	Eukaryota
GO:0004662	Eukaryota
GO:0004663	Eukaryota
GO:0004664	cellular organisms
GO:0004665	cellular organisms
GO:0004666	cellular organisms
GO:0004668	cellular organisms
GO:0004671	cellular organisms
GO:0004672	root
GO:0004673	cellular organisms
GO:0004674	cellular organisms
GO:0004675	cellular organisms
GO:0004677	Eukaryota
GO:0004679	Opisthokonta
GO:0004683	root
GO:0004686	Eukaryota
GO:0004687	cellular organisms
GO:0004689	Eukaryota
GO:0004690	Ecdysozoa
GO:0004691	cellular organisms
GO:0004692	Eukaryota
GO:0004693	Eukaryota
GO:0004694	Eukaryota
GO:0004697	Opisthokonta
GO:0004703	Eukaryota
GO:0004706	Bilateria
GO:0004707	Eukaryota
GO:0004708	root
GO:0004709	Eukaryota
GO:0004712	root
GO:0004713	root
GO:0004714	cellular organisms
GO:0004715	cellular organisms
GO:0004719	cellular organisms
GO:0004720	cellular organisms
GO:0004721	root
GO:0004722	cellular organisms
GO:0004723	Opisthokonta
GO:0004725	root
GO:0004726	cellular organisms
GO:0004729	cellular organisms
GO:0004730	cellular organisms
GO:0004731	cellular organisms
GO:0004733	cellular organisms
GO:0004735	cellular organisms
GO:0004736	cellular organisms
GO:0004737	cellular organisms
GO:0004739	cellular organisms
GO:0004740	Eukaryota
GO:0004741	cellular organisms
GO:0004742	cellular organisms
GO:0004743	cellular organisms
GO:0004745	cellular organisms
GO:0004746	cellular organisms
GO:0004747	cellular organisms
GO:0004748	root
GO:0004749	root
GO:0004750	cellular organisms
GO:0004751	cellular organisms
GO:0004753	cellular organisms
GO:0004754	root
GO:0004756	cellular organisms
GO:0004757	cellular organisms
GO:0004758	cellular organisms
GO:0004760	cellular organisms
GO:0004764	cellular organisms
GO:0004765	cellular organisms
GO:0004766	cellular organisms
GO:0004767	cellular organisms
GO:0004768	cellular organisms
GO:0004769	cellular organisms
GO:0004771	cellular organisms
GO:0004775	cellular organisms
GO:0004776	cellular organisms
GO:0004777	cellular organisms
GO:0004781	root
GO:0004782	cellular organisms
GO:0004783	cellular organisms
GO:0004784	cellular organisms
GO:0004787	Bacteria
GO:0004788	cellular organisms
GO:0004789	root
GO:0004791	cellular organisms
GO:0004792	cellular organisms
GO:0004793	root
GO:0004794	cellular organisms
GO:0004795	cellular organisms
GO:0004797	root
GO:0004798	root
GO:0004799	root
GO:0004800	cellular organisms
GO:0004801	cellular organisms
GO:0004802	cellular organisms
GO:0004803	root
GO:0004805	cellular organisms
GO:0004806	cellular organisms
GO:0004807	root
GO:0004808	root
GO:0004810	root
GO:0004812	root
GO:0004813	cellular organisms
GO:0004814	cellular organisms
GO:0004815	cellular organisms
GO:0004816	root
GO:0004817	cellular organisms
GO:0004818	cellular organisms
GO:0004819	root
GO:0004820	cellular organisms
GO:0004821	cellular organisms
GO:0004822	root
GO:0004823	cellular organisms
GO:0004824	cellular organisms
GO:0004825	cellular organisms
GO:0004826	cellular organisms
GO:0004827	root
GO:0004828	cellular organisms
GO:0004829	cellular organisms
GO:0004830	root
GO:0004831	cellular organisms
GO:0004832	cellular organisms
GO:0004833	cellular organisms
GO:0004834	cellular organisms
GO:0004837	root
GO:0004838	cellular organisms
GO:0004839	root
GO:0004842	cellular organisms
GO:0004843	root
GO:0004844	root
GO:0004845	cellular organisms
GO:0004846	cellular organisms
GO:0004847	root
GO:0004848	cellular organisms
GO:0004849	cellular organisms
GO:0004850	cellular organisms
GO:0004851	root
GO:0004852	cellular organisms
GO:0004853	cellular organisms
GO:0004854	cellular organisms
GO:0004856	cellular organisms
GO:0004857	root
GO:0004859	Bilateria
GO:0004860	cellular organisms
GO:0004861	cellular organisms
GO:0004862	cellular organisms
GO:0004864	cellular organisms
GO:0004865	Eukaryota
GO:0004866	cellular organisms
GO:0004867	root
GO:0004869	cellular organisms
GO:0004875	root
GO:0004878	Eumetazoa
GO:0004879	Opisthokonta
GO:0004883	Euteleostomi
GO:0004888	cellular organisms
GO:0004890	Bilateria
GO:0004896	root
GO:0004900	Tetrapoda
GO:0004908	root
GO:0004909	Tetrapoda
GO:0004914	Amniota
GO:0004920	Tetrapoda
GO:0004924	Tetrapoda
GO:0004930	cellular organisms
GO:0004931	Eumetazoa
GO:0004932	cellular organisms
GO:0004934	Dikarya
GO:0004935	Bilateria
GO:0004937	Bilateria
GO:0004938	Vertebrata
GO:0004939	Amniota
GO:0004945	Gnathostomata
GO:0004946	Euteleostomi
GO:0004947	Vertebrata
GO:0004948	Bilateria
GO:0004949	Euteleostomi
GO:0004950	root
GO:0004951	Euteleostomi
GO:0004952	Euteleostomi
GO:0004955	Bilateria
GO:0004957	Bilateria
GO:0004958	Bilateria
GO:0004962	Vertebrata
GO:0004965	cellular organisms
GO:0004966	Eukaryota
GO:0004967	Euteleostomi
GO:0004969	Eukaryota
GO:0004972	Bilateria
GO:0004974	cellular organisms
GO:0004977	Bilateria
GO:0004978	Gnathostomata
GO:0004980	Vertebrata
GO:0004983	Eumetazoa
GO:0004984	Bilateria
GO:0004985	Bilateria
GO:0004989	Bilateria
GO:0004991	Euteleostomi
GO:0004992	Gnathostomata
GO:0004993	Bilateria
GO:0004994	Bilateria
GO:0004995	Eumetazoa
GO:0004997	Eumetazoa
GO:0004998	Euteleostomi
GO:0004999	Euteleostomi
GO:0005000	Opisthokonta
GO:0005003	Eumetazoa
GO:0005005	cellular organisms
GO:0005006	Bilateria
GO:0005007	Eumetazoa
GO:0005009	Bilateria
GO:0005017	Mammalia
GO:0005019	Vertebrata
GO:0005021	Euteleostomi
GO:0005024	Eumetazoa
GO:0005025	Bilateria
GO:0005030	Bilateria
GO:0005034	cellular organisms
GO:0005035	Bilateria
GO:0005041	Eumetazoa
GO:0005042	Metazoa
GO:0005044	cellular organisms
GO:0005047	cellular organisms
GO:0005048	cellular organisms
GO:0005049	Eukaryota
GO:0005052	cellular organisms
GO:0005053	Eukaryota
GO:0005055	Bilateria
GO:0005068	Eumetazoa
GO:0005078	Eukaryota
GO:0005080	Eukaryota
GO:0005085	root
GO:0005092	cellular organisms
GO:0005093	Eukaryota
GO:0005094	cellular organisms
GO:0005095	Eukaryota
GO:0005096	root
GO:0005102	cellular organisms
GO:0005104	Bilateria
GO:0005109	root
GO:0005112	Eukaryota
GO:0005113	cellular organisms
GO:0005114	Bilateria
GO:0005118	cellular organisms
GO:0005119	Eukaryota
GO:0005121	Bilateria
GO:0005123	Metazoa
GO:0005125	cellular organisms
GO:0005126	cellular organisms
GO:0005127	Gnathostomata
GO:0005131	Vertebrata
GO:0005132	Amniota
GO:0005133	cellular organisms
GO:0005134	Amniota
GO:0005136	Euteleostomi
GO:0005143	cellular organisms
GO:0005146	Tetrapoda
GO:0005148	Bilateria
GO:0005154	root
GO:0005157	Gnathostomata
GO:0005158	Eumetazoa
GO:0005159	root
GO:0005161	Vertebrata
GO:0005163	Euteleostomi
GO:0005164	cellular organisms
GO:0005165	Tetrapoda
GO:0005171	Tetrapoda
GO:0005172	root
GO:0005173	cellular organisms
GO:0005175	Eukaryota
GO:0005176	Eumetazoa
GO:0005178	root
GO:0005179	cellular organisms
GO:0005183	Gnathostomata
GO:0005184	cellular organisms
GO:0005185	cellular organisms
GO:0005198	root
GO:0005199	cellular organisms
GO:0005200	Eukaryota
GO:0005201	cellular organisms
GO:0005212	Eumetazoa
GO:0005213	cellular organisms
GO:0005216	root
GO:0005219	cellular organisms
GO:0005220	Eukaryota
GO:0005221	root
GO:0005222	cellular organisms
GO:0005223	cellular organisms
GO:0005225	Amniota
GO:0005227	cellular organisms
GO:0005228	Opisthokonta
GO:0005229	Eukaryota
GO:0005230	root
GO:0005231	Eumetazoa
GO:0005242	cellular organisms
GO:0005243	cellular organisms
GO:0005244	cellular organisms
GO:0005245	cellular organisms
GO:0005246	Eukaryota
GO:0005247	cellular organisms
GO:0005248	cellular organisms
GO:0005249	root
GO:0005250	Bilateria
GO:0005251	cellular organisms
GO:0005253	cellular organisms
GO:0005254	cellular organisms
GO:0005261	root
GO:0005262	cellular organisms
GO:0005267	cellular organisms
GO:0005272	cellular organisms
GO:0005274	cellular organisms
GO:0005275	cellular organisms
GO:0005277	Bilateria
GO:0005280	cellular organisms
GO:0005283	cellular organisms
GO:0005289	Eukaryota
GO:0005290	Eukaryota
GO:0005295	cellular organisms
GO:0005298	root
GO:0005302	Eukaryota
GO:0005304	cellular organisms
GO:0005307	cellular organisms
GO:0005310	Eukaryota
GO:0005313	cellular organisms
GO:0005314	Bilateria
GO:0005315	cellular organisms
GO:0005319	cellular organisms
GO:0005324	cellular organisms
GO:0005326	root
GO:0005330	cellular organisms
GO:0005332	Bilateria
GO:0005334	Euteleostomi
GO:0005335	Bilateria
GO:0005337	cellular organisms
GO:0005342	cellular organisms
GO:0005343	Euteleostomi
GO:0005344	cellular organisms
GO:0005345	root
GO:0005347	Eukaryota
GO:0005351	cellular organisms
GO:0005353	Opisthokonta
GO:0005354	root
GO:0005364	Eukaryota
GO:0005365	Eukaryota
GO:0005366	cellular organisms
GO:0005371	Eukaryota
GO:0005372	Eukaryota
GO:0005375	Eukaryota
GO:0005381	cellular organisms
GO:0005384	cellular organisms
GO:0005385	cellular organisms
GO:0005388	cellular organisms
GO:0005391	cellular organisms
GO:0005402	Vertebrata
GO:0005412	root
GO:0005415	cellular organisms
GO:0005432	cellular organisms
GO:0005436	cellular organisms
GO:0005452	cellular organisms
GO:0005457	Eukaryota
GO:0005459	Eukaryota
GO:0005460	Eukaryota
GO:0005462	Eukaryota
GO:0005464	Eukaryota
GO:0005469	Eukaryota
GO:0005471	cellular organisms
GO:0005483	cellular organisms
GO:0005484	cellular organisms
GO:0005496	Eukaryota
GO:0005499	Gnathostomata
GO:0005501	Eukaryota
GO:0005502	Vertebrata
GO:0005504	cellular organisms
GO:0005506	root
GO:0005507	cellular organisms
GO:0005509	cellular organisms
GO:0005513	root
GO:0005515	root
GO:0005516	cellular organisms
GO:0005518	cellular organisms
GO:0005519	Opisthokonta
GO:0005520	Eumetazoa
GO:0005521	Eumetazoa
GO:0005522	cellular organisms
GO:0005523	Eukaryota
GO:0005524	root
GO:0005525	root
GO:0005527	Opisthokonta
GO:0005536	cellular organisms
GO:0005537	root
GO:0005539	cellular organisms
GO:0005540	cellular organisms
GO:0005542	root
GO:0005543	cellular organisms
GO:0005544	cellular organisms
GO:0005545	Eukaryota
GO:0005546	Eukaryota
GO:0005547	cellular organisms
GO:0005548	cellular organisms
GO:0005549	Bilateria
GO:0005550	Bilateria
GO:0005575	root
GO:0005576	root
GO:0005577	cellular organisms
GO:0005579	cellular organisms
GO:0005581	root
GO:0005583	Amniota
GO:0005604	root
GO:0005614	Chordata
GO:0005615	root
GO:0005616	Schizophora
GO:0005619	Fungi
GO:0005628	saccharomyceta
GO:0005634	root
GO:0005635	Eukaryota
GO:0005637	Eukaryota
GO:0005640	Eukaryota
GO:0005641	Eukaryota
GO:0005643	Eukaryota
GO:0005652	Eukaryota
GO:0005654	Eukaryota
GO:0005655	Eukaryota
GO:0005656	Eukaryota
GO:0005657	cellular organisms
GO:0005658	Eukaryota
GO:0005662	Eukaryota
GO:0005663	cellular organisms
GO:0005664	Eukaryota
GO:0005665	Eukaryota
GO:0005666	Eukaryota
GO:0005667	cellular organisms
GO:0005668	Eukaryota
GO:0005669	Eukaryota
GO:0005672	Eukaryota
GO:0005673	Eukaryota
GO:0005674	Eukaryota
GO:0005675	Eukaryota
GO:0005677	Eukaryota
GO:0005680	Eukaryota
GO:0005681	Eukaryota
GO:0005682	Eukaryota
GO:0005683	Eukaryota
GO:0005684	root
GO:0005685	Eukaryota
GO:0005686	Eukaryota
GO:0005687	Eukaryota
GO:0005688	Eukaryota
GO:0005689	root
GO:0005694	root
GO:0005697	root
GO:0005700	cellular organisms
GO:0005703	Diptera
GO:0005704	Drosophila
GO:0005705	Arthropoda
GO:0005721	cellular organisms
GO:0005727	cellular organisms
GO:0005730	root
GO:0005732	Eukaryota
GO:0005736	Eukaryota
GO:0005737	cellular organisms
GO:0005739	Eukaryota
GO:0005740	Eukaryota
GO:0005741	root
GO:0005742	Eukaryota
GO:0005743	Eukaryota
GO:0005744	Eukaryota
GO:0005745	Eukaryota
GO:0005758	root
GO:0005759	Eukaryota
GO:0005760	Opisthokonta
GO:0005761	Eukaryota
GO:0005762	Eukaryota
GO:0005763	Eukaryota
GO:0005764	root
GO:0005765	cellular organisms
GO:0005768	Eukaryota
GO:0005769	Eukaryota
GO:0005770	Eukaryota
GO:0005771	Eukaryota
GO:0005773	cellular organisms
GO:0005774	cellular organisms
GO:0005775	cellular organisms
GO:0005776	cellular organisms
GO:0005777	Eukaryota
GO:0005778	Eukaryota
GO:0005780	Opisthokonta
GO:0005782	Eukaryota
GO:0005783	Eukaryota
GO:0005784	Eukaryota
GO:0005785	Eukaryota
GO:0005786	root
GO:0005787	Eukaryota
GO:0005788	Eukaryota
GO:0005789	Eukaryota
GO:0005790	Eukaryota
GO:0005791	root
GO:0005793	Eukaryota
GO:0005794	Eukaryota
GO:0005795	Eukaryota
GO:0005796	Eukaryota
GO:0005797	Eukaryota
GO:0005798	Eukaryota
GO:0005801	Eukaryota
GO:0005802	Eukaryota
GO:0005811	cellular organisms
GO:0005813	cellular organisms
GO:0005814	cellular organisms
GO:0005815	cellular organisms
GO:0005816	Fungi
GO:0005818	Bilateria
GO:0005819	cellular organisms
GO:0005826	Eukaryota
GO:0005828	Eukaryota
GO:0005829	cellular organisms
GO:0005832	Eukaryota
GO:0005833	Opisthokonta
GO:0005834	Eukaryota
GO:0005835	cellular organisms
GO:0005838	Eukaryota
GO:0005839	cellular organisms
GO:0005840	cellular organisms
GO:0005846	Eukaryota
GO:0005847	Eukaryota
GO:0005848	Eukaryota
GO:0005849	Eukaryota
GO:0005850	Eukaryota
GO:0005851	Eukaryota
GO:0005852	Eukaryota
GO:0005853	Eukaryota
GO:0005854	root
GO:0005856	cellular organisms
GO:0005858	Eukaryota
GO:0005861	Bilateria
GO:0005862	Bilateria
GO:0005863	Bilateria
GO:0005865	Vertebrata
GO:0005868	Eukaryota
GO:0005869	Eukaryota
GO:0005871	cellular organisms
GO:0005874	cellular organisms
GO:0005875	cellular organisms
GO:0005876	root
GO:0005879	Eukaryota
GO:0005880	Eukaryota
GO:0005881	Eukaryota
GO:0005882	cellular organisms
GO:0005883	Gnathostomata
GO:0005884	cellular organisms
GO:0005885	Eukaryota
GO:0005886	root
GO:0005890	root
GO:0005891	cellular organisms
GO:0005892	Eukaryota
GO:0005899	Bilateria
GO:0005901	Eukaryota
GO:0005902	Opisthokonta
GO:0005903	Bilateria
GO:0005905	Eukaryota
GO:0005911	root
GO:0005912	root
GO:0005918	Bilateria
GO:0005921	Eumetazoa
GO:0005922	Chordata
GO:0005923	cellular organisms
GO:0005925	Eukaryota
GO:0005927	Bilateria
GO:0005929	Eukaryota
GO:0005930	Eukaryota
GO:0005933	Fungi
GO:0005934	root
GO:0005935	cellular organisms
GO:0005938	cellular organisms
GO:0005940	cellular organisms
GO:0005942	Eukaryota
GO:0005943	Bilateria
GO:0005944	root
GO:0005945	cellular organisms
GO:0005948	cellular organisms
GO:0005951	cellular organisms
GO:0005952	cellular organisms
GO:0005953	Eukaryota
GO:0005956	cellular organisms
GO:0005958	Eukaryota
GO:0005960	root
GO:0005964	cellular organisms
GO:0005965	Eukaryota
GO:0005968	cellular organisms
GO:0005971	cellular organisms
GO:0005975	root
GO:0005976	cellular organisms
GO:0005977	root
GO:0005978	cellular organisms
GO:0005979	cellular organisms
GO:0005980	cellular organisms
GO:0005982	Eukaryota
GO:0005983	cellular organisms
GO:0005985	cellular organisms
GO:0005986	cellular organisms
GO:0005987	cellular organisms
